iter	RMSE
187	0.06458333504
188	0.06444587503
189	0.06428614966
190	0.06413062357
191	0.06396250686
192	0.06381679618
193	0.06370912679
194	0.06356746918
195	0.06339025775
196	0.06324391108
197	0.06313769247
198	0.06301718358
199	0.06290971632
200	0.06280043227
201	0.06269457993
202	0.06261299622
203	0.06255130024
204	0.06244004295
205	0.06235293599
206	0.06207137933
207	0.0620013589
208	0.06190252412
209	0.06178442364
210	0.06150482672
211	0.06142556833
212	0.06136112629
213	0.061288696
214	0.06122151573
215	0.06114706994
216	0.06108447039
217	0.06100345075
218	0.06094264458
219	0.06087340985
220	0.06058441848
221	0.06049841543
222	0.06042129208
223	0.06033395692
224	0.0602719031
225	0.0602056274
226	0.06016381533
227	0.06007084669
228	0.05996550434
229	0.05991357142
230	0.05985917745
231	0.05961217996
232	0.05924196014
233	0.05896611537
234	0.05890759461
235	0.05882684398
236	0.05875836415
237	0.05869018696
238	0.05842761289
239	0.05807044887
240	0.05803751246
241	0.05799764175
242	0.05780704129
243	0.0577505695
244	0.05770225645
245	0.05764974962
246	0.05757057512
247	0.05737059182
248	0.05729334403
249	0.05724544857
250	0.05716024832
251	0.05699920427
252	0.05669297374
253	0.0566352785
254	0.05656541955
255	0.05650756829
256	0.05644970801
257	0.05619567924
258	0.05600298874
259	0.05589629356
260	0.0558414709
261	0.05576576057
262	0.0556980401
263	0.05566518939
264	0.0555941217
265	0.05555081905
266	0.05532021008
267	0.05526126681
268	0.05521606805
269	0.0551324728
270	0.05509330731
271	0.05501682649
272	0.05470742877
273	0.05463288235
274	0.0545521276
275	0.05446734791
276	0.05439032219
277	0.05409772276
278	0.0540266222
279	0.05398357408
280	0.05373476465
281	0.0536813694
282	0.05363013748
283	0.05344896616
284	0.0534301904
285	0.05332941079
286	0.05305348629
287	0.05299244094
288	0.0529397676
289	0.05288192497
290	0.05280936347
291	0.05272087013
292	0.05248721862
293	0.05246389706
294	0.05241067638
295	0.05238529207
296	0.05227587759
297	0.05224516749
298	0.05221491249
299	0.05198067075
300	0.05193789987
301	0.05189357157
302	0.05182622406
303	0.05177010293
304	0.05168957625
305	0.05159787893
306	0.05154713078
307	0.05131060783
308	0.05122647405
309	0.05115034734
310	0.05103008593
311	0.05096750631
312	0.05093435091
313	0.05087863668
314	0.05078458419
315	0.05066067448
316	0.05057471086
317	0.0505390653
318	0.0504809388
319	0.05025908878
320	0.05021994415
321	0.05018552109
322	0.05001181106
323	0.0499645034
324	0.04993085544
325	0.04985291774
326	0.04982277442
327	0.04977365773
328	0.04961877097
329	0.04956931391
330	0.04954266723
331	0.04948617941
332	0.04931202401
333	0.04925953343
334	0.0491995092
335	0.04914061645
336	0.0490923255
337	0.04905839821
338	0.04901900191
339	0.04895598152
340	0.04871641974
341	0.04865967173
342	0.04861356193
343	0.04844359883
344	0.04826038183
345	0.04820723441
346	0.04813859816
347	0.04808146512
348	0.04803788425
349	0.04793111953
350	0.04790102073
351	0.04787124829
352	0.04785370854
353	0.04781451839
354	0.04776135298
355	0.04772991686
356	0.04769589615
357	0.04766074174
358	0.04762110921
359	0.0475920991
360	0.04754174645
361	0.04743627627
362	0.04722538406
363	0.04718591465
364	0.04714349494
365	0.04708720911
366	0.04704508814
367	0.04700121426
368	0.04696510123
369	0.04691333738
370	0.04688319135
371	0.0468353547
372	0.04679069745
373	0.046715562
374	0.0466768592
375	0.04665285032
376	0.04662439303
377	0.04656866696
378	0.04637271184
379	0.04632333711
380	0.04628743636
381	0.04623931072
382	0.04620348616
383	0.04607329568
384	0.04604063083
385	0.04600003995
386	0.04596507873
387	0.04591717554
388	0.04587971125
389	0.04584868035
390	0.0458048738
391	0.04578861749
392	0.04571290883
393	0.04569044614
394	0.04566126029
395	0.04563451271
396	0.04540685102
397	0.04535331796
398	0.0453145011
399	0.04526572801
400	0.04523993489
401	0.04515493175
402	0.04494945818
403	0.0449235077
404	0.04489313498
405	0.04487588727
406	0.04485711492
407	0.04482081421
408	0.04478146238
409	0.04473742905
410	0.04471554997
411	0.04453244783
412	0.04450443455
413	0.0443428432
414	0.04431330181
415	0.04428197645
416	0.04426302621
417	0.04425668048
418	0.04421915639
419	0.04413289413
420	0.04410859939
421	0.04408674236
422	0.04387219229
423	0.04382449944
424	0.04379705226
425	0.04377688059
426	0.04373950346
427	0.043713955
428	0.04367169328
429	0.04364430151
430	0.04362179041
431	0.04349448991
432	0.04331871087
433	0.04328954818
434	0.04325493497
435	0.04322335889
436	0.04320258137
437	0.04318335595
438	0.04316405347
439	0.04303846241
440	0.04301453277
441	0.04299013701
442	0.04296672626
443	0.04294681061
444	0.04276895288
445	0.04274308895
446	0.04272562255
447	0.042690132
448	0.04264821417
449	0.04262578388
450	0.04257531415
451	0.0425454962
452	0.04251665698
453	0.042498134
454	0.04247808351
455	0.04245629635
456	0.04244486486
457	0.04242326789
458	0.04230218971
459	0.04228210258
460	0.04216112058
461	0.04205250165
462	0.04204121213
463	0.04201241278
464	0.04200460148
465	0.04196781762
466	0.04194550664
467	0.04192992981
468	0.04190999359
469	0.04188387375
470	0.04184487485
471	0.04183373722
472	0.04180684568
473	0.04178783233
474	0.04176192781
475	0.04175388464
476	0.04174290117
477	0.04170721451
478	0.04168586439
479	0.04165129067
480	0.04162636634
481	0.04161653036
482	0.04159205884
483	0.04155203821
484	0.04154352948
485	0.04151582788
486	0.04149567192
487	0.04146101931
488	0.04135768044
489	0.04133618465
490	0.04130680901
491	0.04128406739
492	0.04116150775
493	0.04106168898
494	0.04090034859
495	0.04088164916
496	0.04085269945
497	0.04084011768
498	0.04081785399
499	0.04080263136
500	0.04077979497
501	0.04073862261
502	0.04072894757
503	0.04061730388
504	0.04047552526
505	0.04046904082
506	0.04044694283
507	0.04042105045
508	0.04040266184
509	0.0403814378
510	0.04036136034
511	0.04035036646
512	0.04023099217
513	0.04020700459
514	0.04017852523
515	0.04014517319
516	0.04011415235
517	0.04009219135
518	0.04008107663
519	0.04005593739
520	0.0400023062
521	0.03997624305
522	0.03995725373
523	0.03994049298
524	0.03991158244
525	0.03981282968
526	0.03978395242
527	0.03975869745
528	0.03972631273
529	0.03970253874
530	0.03969087048
531	0.03967868114
532	0.03966839109
533	0.03961725003
534	0.03960079814
535	0.03958127068
536	0.039563116
537	0.03953621339
538	0.03944362121
539	0.03941866359
540	0.03938897476
541	0.03936653568
542	0.03934564224
543	0.03932699298
544	0.03930651593
545	0.0392843753
546	0.03926978049
547	0.03922438837
548	0.03921619185
549	0.03919302539
550	0.03916621299
551	0.03911746823
552	0.03908003382
553	0.03906328035
554	0.03905145087
555	0.03903163911
556	0.0390151826
557	0.03900490963
558	0.03898905438
559	0.03897582354
560	0.03895121096
561	0.03893143195
562	0.03891990124
563	0.0388953298
564	0.03887669045
565	0.03886643052
566	0.03885601674
567	0.03883321588
568	0.03880339825
569	0.03864527586
570	0.03861296344
571	0.03860400216
572	0.03858910464
573	0.0385660109
574	0.03853449826
575	0.03851770859
576	0.03850162938
577	0.0384863975
578	0.03846321863
579	0.03844907025
580	0.03842982968
581	0.03842572896
582	0.03841002375
583	0.03839551946
584	0.0383634821
585	0.03835167268
586	0.03833096701
587	0.03819867561
588	0.03817285884
589	0.03816309206
590	0.03800794226
591	0.03799407645
592	0.03796285396
593	0.03794518557
594	0.03793379075
595	0.03791458677
596	0.03790285305
597	0.03787525151
598	0.03785477075
599	0.03784413611
600	0.03782564029
601	0.0378027021
602	0.03778513987
603	0.03776663104
604	0.03774996669
605	0.03773157698
606	0.03771723107
607	0.0376285655
608	0.03761478656
609	0.0375901223
610	0.03748199849
611	0.03746470101
612	0.03745485809
613	0.03743899901
614	0.0374229622
615	0.03741033304
616	0.0373180964
617	0.03729951352
618	0.03727985838
619	0.03727370743
620	0.03724807233
621	0.03716653286
622	0.03715720769
623	0.03713276983
624	0.03711665866
625	0.03700334409
626	0.03690298375
627	0.03688411221
628	0.03686739254
629	0.03677386575
630	0.03676434769
631	0.03674623029
632	0.03672890813
633	0.03671126209
634	0.0366981401
635	0.03667950717
636	0.03656244819
637	0.03655124546
638	0.03653506692
639	0.03651261697
640	0.03649300252
641	0.03647566248
642	0.03646297944
643	0.03644494643
644	0.03642353282
645	0.03640105334
646	0.03637932939
647	0.03636464821
648	0.03634392645
649	0.03632770368
650	0.03630036127
651	0.03618417836
652	0.03617019331
653	0.03607499216
654	0.03605056867
655	0.03603839642
656	0.03601625438
657	0.0360017472
658	0.03598738299
659	0.03596683359
660	0.03595159971
661	0.03593539509
662	0.03592326315
663	0.03589950702
664	0.0358576704
665	0.0358444023
666	0.03580375361
667	0.03578119627
668	0.03573303065
669	0.0356867965
670	0.03555975855
671	0.03554304535
672	0.03551124423
673	0.03546686751
674	0.03543751516
675	0.03539143711
676	0.03537710429
677	0.03531054684
678	0.03527457278
679	0.03523245852
680	0.0352161743
681	0.03519596644
682	0.03509167535
683	0.03505000373
684	0.03503690007
685	0.0349332898
686	0.03491562064
687	0.03490208415
688	0.0348387199
689	0.03481153813
690	0.03478222964
691	0.03476788107
692	0.03472493865
693	0.03467461188
694	0.03464784372
695	0.03463767706
696	0.03461643568
697	0.03460237885
698	0.0345584969
699	0.03453947081
700	0.03452099856
701	0.03450715696
702	0.03448753339
703	0.03447429374
704	0.03446125367
705	0.03444862461
706	0.03443383482
707	0.03441471294
708	0.03437157834
709	0.03434610386
710	0.03430758211
711	0.03430042975
712	0.03428568717
713	0.03427248986
714	0.03426325382
715	0.03417808915
716	0.03412255343
717	0.03411310945
718	0.03409605275
719	0.03408510055
720	0.03407184655
721	0.03405545248
722	0.03404263065
723	0.03391375834
724	0.03389934921
725	0.03386817153
726	0.03385921379
727	0.03374478035
728	0.03373239919
729	0.03371679447
730	0.03370159239
731	0.03368026833
732	0.03366886671
733	0.03366004888
734	0.0336490071
735	0.03363139324
736	0.03361178078
737	0.03359438837
738	0.03354771741
739	0.03345988375
740	0.03330674698
741	0.03330023141
742	0.03319887811
743	0.03316545612
744	0.03308501315
745	0.03307624966
746	0.03306598669
747	0.03305081164
748	0.0329791902
749	0.03295810135
750	0.03295094751
751	0.0329343185
752	0.03292384336
753	0.0329102602
754	0.0328994715
755	0.03288668914
756	0.0328730318
757	0.03283341846
758	0.03282411735
759	0.03280517811
760	0.03279145307
761	0.03277587405
762	0.03276603559
763	0.03274921973
764	0.03273492671
765	0.03271412018
766	0.03258918818
767	0.03258308916
768	0.03257359217
769	0.03242902225
770	0.03242113363
771	0.03240396518
772	0.03235872714
773	0.0322890466
774	0.03227869892
775	0.03226940502
776	0.03226586042
777	0.0322532688
778	0.03221511892
779	0.0322086738
780	0.03218693172
781	0.03217481288
782	0.03216498564
783	0.03216195564
784	0.03212781705
785	0.03203839698
786	0.03200356716
787	0.03198767171
788	0.03197149868
789	0.0318991968
790	0.03188545667
791	0.03177945997
792	0.03176801349
793	0.03175466142
794	0.03171359995
795	0.0316997764
796	0.03169210343
797	0.03167657979
798	0.03166825064
799	0.03165327287
800	0.03164606047
801	0.03162300623
802	0.03161189673
803	0.03159883131
804	0.03158743871
805	0.03157679798
806	0.03155741358
807	0.03148472913
808	0.03147690821
809	0.03145301486
810	0.03143287417
811	0.0314268222
812	0.03139882196
813	0.03138733796
814	0.03133180632
815	0.03131873555
816	0.03127215653
817	0.03115269269
818	0.03109873102
819	0.03109168414
820	0.03108429718
821	0.03107567261
822	0.03105938473
823	0.03104478156
824	0.03102463405
825	0.03100787681
826	0.03099898841
827	0.03098065808
828	0.03092611272
829	0.0309126925
830	0.0308305556
831	0.03071355946
832	0.0307033509
833	0.03064651491
834	0.03063037357
835	0.03061806441
836	0.03050487549
837	0.03049857614
838	0.03049148135
839	0.0304797897
840	0.03047123997
841	0.03045355332
842	0.03037923568
843	0.03033967184
844	0.03032928439
845	0.03031868436
846	0.03031169795
847	0.03025126342
848	0.03024325859
849	0.03023744639
850	0.03022391421
851	0.0301245738
852	0.0301149853
853	0.03010398212
854	0.03010014573
855	0.03009056033
856	0.03008142843
857	0.03002710573
858	0.03001420363
859	0.0300085747
860	0.02998079524
861	0.02996670562
862	0.02994915414
863	0.02993101165
864	0.02992521061
865	0.02991117855
866	0.0299015933
867	0.02988903691
868	0.02983975217
869	0.02978023593
870	0.02976699696
871	0.02975630096
872	0.02974410414
873	0.02973788619
874	0.02972406904
875	0.02971758021
876	0.02971065331
877	0.02970679008
878	0.02969834141
879	0.02968990308
880	0.02968288616
881	0.02967729555
882	0.02966636535
883	0.02963653917
884	0.02962357675
885	0.02961421477
886	0.02960719679
887	0.02959510098
888	0.02958354655
889	0.02952821733
890	0.02948994443
891	0.02948191157
892	0.0294780732
893	0.02946980866
894	0.02946436299
895	0.02945764731
896	0.02944941688
897	0.02942605984
898	0.02941898275
899	0.02931385717
900	0.02931085061
901	0.02928297301
902	0.02927932591
903	0.02927274258
904	0.02926711557
905	0.02917582899
906	0.02916924347
907	0.02916439313
908	0.02915702252
909	0.02914120136
910	0.02913070627
911	0.02902798225
912	0.02901780956
913	0.02898146445
914	0.02897108665
915	0.02895225946
916	0.02894417486
917	0.02893477975
918	0.02891858182
919	0.02890678754
920	0.02889879764
921	0.0288904392
922	0.02886244896
923	0.02885897167
924	0.02884846128
925	0.02883548361
926	0.02881843938
927	0.0288120579
928	0.02878547323
929	0.02877229985
930	0.02876088949
931	0.02874618104
932	0.02873737863
933	0.02873442049
934	0.02872715228
935	0.02867265231
936	0.02858798492
937	0.02854349071
938	0.02851547651
939	0.02849771983
940	0.0284855624
941	0.02847549048
942	0.02838673483
943	0.02837569516
944	0.02836904537
945	0.02835822998
946	0.02834449521
947	0.02833696756
948	0.02833004778
949	0.02831905835
950	0.02830865712
951	0.02830181614
952	0.02829372962
953	0.0282904053
954	0.02827939564
955	0.02825718279
956	0.02822381591
957	0.02821824212
958	0.02820861453
959	0.02820160443
960	0.0281921461
961	0.02810659978
962	0.02809540224
963	0.028090359
964	0.028078084
965	0.0280705548
966	0.02805756511
967	0.02804629162
968	0.02801184057
969	0.02799995579
970	0.02799271866
971	0.02798928056
972	0.0279580165
973	0.02794917701
974	0.02794146581
975	0.02791082824
976	0.02790370717
977	0.02789378991
978	0.02789174827
979	0.02788704987
980	0.02784546907
981	0.02783876746
982	0.02782918929
983	0.02780688424
984	0.02779891815
985	0.02779059396
986	0.02778241469
987	0.02775020279
988	0.02773851758
989	0.02773193271
990	0.0277259689
991	0.02768698434
992	0.02767754178
993	0.0276033047
994	0.02759390694
995	0.02757461425
996	0.02756329459
997	0.02755444179
998	0.02754544667
999	0.02751977133
